Semana,Precio_Venta_M,Pct_Descuento,Inversion_Publicidad_M,Unidades_Vendidas,Alta_Rotacion
93,1.325657887351092,27.823551458506923,7.807645430961915,316.57006543677034,1
94,1.412985038976886,21.83831592708489,9.176882079620617,258.65642867148966,1
95,1.2747644635095112,28.12901539863683,9.096691394120938,320.09456703976696,1
96,1.4571183071690506,19.81386789093172,8.239004366860991,235.95889145220778,1
97,1.4595566150889128,20.681984881459822,7.136253169234302,245.43761327804916,1
98,1.4946148289946501,17.826230550756488,2.6731197199603907,213.51886077669337,0
99,1.6734831220688782,5.762573802322856,3.29302971275691,104.03484973097193,0
100,1.6444751183306219,8.236742809799134,9.188433508216633,128.33866438485396,0
101,1.712031906966963,5.942875570602028,6.8514324772767194,107.70421895626328,0
102,1.355723335933277,24.092312337913413,2.073576412933037,278.6000347294113,1
103,1.5469050616409772,14.4306794322898,2.811772342928257,182.57848190271156,0
104,1.4469913375725005,20.257120734941083,7.3080141528644464,243.89569485626626,1
